Name,Year,Rating,Verdict,Color,Intensity,Aroma,Sweetness,Acidity,Alcohol,Tannin,Balance,Finish,Aftertaste
"DOMENIUL COROANEI, Principesa Margareta",2011,91.5,fine,10.0,9.6,9.7,9.0,8.9,8.9,8.8,8.9,8.9,8.8
"UNICORN ESTATE, Symbioz, Private Collection, Saperavi",2010,90.2,nice,9.5,9.5,9.5,8.8,8.7,8.8,8.8,8.9,8.9,8.8
"SIDÓNIO DE SOUSA, Garrafeira",2009,92.5,fine,9.7,9.5,9.7,9.0,9.0,9.0,9.0,9.0,9.0,9.0
"CHÂTEAU VARTELY, Spumant Clasic, Brut",2013,90.6,nice,9.6,9.5,9.7,8.8,8.9,8.9,8.8,8.8,8.8,8.8
"GEORGIOS LAFAZANIS, Sirius, Malagousia & Asyrtiko",2016,90.0,nice,9.5,9.7,9.5,8.8,8.7,8.8,8.7,8.8,8.7,8.8
"ET CETERA, Aeroplane, Affinité",2016,90.0,nice,9.4,9.6,9.6,8.8,8.7,8.9,8.7,8.7,8.9,8.7
"KRACHER, Pinot Gris Reserve",2015,90.5,nice,9.5,9.5,9.6,8.9,8.8,8.9,8.8,8.8,8.9,8.8
"CASTEL MIMÍ, Pinot Gris",2015,89.9,nice,9.4,9.5,9.7,8.8,8.7,8.8,8.7,8.8,8.8,8.7
"CRICOVA, Orasul Subteran, Viorica",2016,89.2,nice,9.4,9.3,9.4,8.8,8.7,8.9,8.7,8.7,8.7,8.6
"CHÂTEAU VARTELY, Individo, Cabernet Sauvignon – Merlot",2016,88.7,fair,9.4,9.5,9.6,8.7,8.2,8.9,8.7,8.6,8.8,8.3
"F’AUTOR, *310 Altitudine, Merlot – Feteasca Neagra",2016,89.6,nice,9.5,9.5,9.3,8.8,8.7,8.8,8.7,8.8,8.8,8.7
"RADACINI, Vintage, Merlot & Syrah",2016,84.9,fair,8.8,9.3,9.0,8.4,7.9,8.7,8.4,7.0,8.7,8.0
"BAUER, P.V.",2010,90.9,nice,9.9,9.7,9.8,9.1,8.7,8.7,8.7,8.7,8.9,8.7
"KATOGI AVEROFF, Inima, Xinomavro",2013,88.7,fair,9.5,9.6,9.5,8.8,8.5,8.7,8.7,8.7,8.7,8.0
"GAIA, Agiorgitiko",2013,90.3,nice,9.5,9.5,9.5,8.8,8.7,8.9,8.9,8.8,8.9,8.8
"NICO LAZARIDI, King of Hearts",2016,89.7,nice,9.3,9.4,9.5,8.8,8.8,8.9,8.7,8.8,8.8,8.7
"MONTE DOS PEGOS, Vinhas Velhas",2015,89.7,nice,9.6,9.6,9.6,8.7,8.8,8.6,8.7,8.7,8.8,8.6
"PICCINI, Chianti, Riserva",2014,89.7,nice,9.3,9.5,9.5,8.7,8.8,8.9,8.6,8.8,8.8,8.8
"UVAS DEL SOL, Malbec",2013,90.0,nice,9.4,9.5,9.6,8.8,8.8,8.7,8.8,8.8,8.8,8.8
"FERNWAY, Pinot Noir, Marlborough",2013,90.1,nice,9.2,9.4,9.5,8.9,8.8,8.9,8.8,8.8,8.9,8.9
"UNICORN ESTATE, Symbioz, Pinot Noir",2011,90.3,nice,9.4,9.5,9.7,8.8,8.7,9.0,8.8,8.8,8.8,8.8
"BOSTAVAN, Dor, Feteasca Neagra – Pinot Noir",2016,90.4,nice,9.4,9.5,9.6,8.9,8.8,8.9,8.8,8.9,8.8,8.8
"FAMILIA HETEI, Feteasca Neagra, Rezerva Familiei",2013,89.7,nice,9.4,9.4,9.5,8.7,8.9,8.8,8.7,8.8,8.8,8.7
"CRICOVA, Grand Vintage, Brut",2009,90.7,nice,9.5,9.5,9.7,8.9,8.8,8.9,8.8,8.9,8.9,8.8
"DOMENIUL COROANEI, Minima Moralia, Sinceritate",2011,90.0,nice,9.5,9.3,9.1,8.9,9.0,8.9,8.8,8.8,8.9,8.8
"UNICORN ESTATE, Equilibrium, Rkatsiteli – Chardonnay",2015,89.5,nice,9.5,9.5,9.5,8.8,8.7,8.7,8.6,8.7,8.9,8.6
"TIMBRUS, Traminer",2016,89.6,nice,9.3,9.5,9.3,8.7,8.8,8.9,8.8,8.8,8.8,8.7
"ET CETERA, Aeroplane, Petrichor",2016,90.3,nice,9.5,9.5,9.5,8.8,8.8,8.9,8.8,8.8,8.9,8.8
"F’AUTOR, Albariño",2016,89.9,nice,9.5,9.5,9.5,8.8,8.9,8.7,8.7,8.8,8.8,8.7
"CRAMA HISTRIA, Ammos, Rosé",2016,90.5,nice,9.5,9.7,9.7,8.8,8.8,8.9,8.7,8.8,8.8,8.8
"TIMBRUS, Rosé",2016,88.0,fair,9.3,9.5,9.4,8.7,8.5,8.8,8.6,8.6,8.8,7.4
"F’AUTOR, Rosé",2016,90.7,nice,9.5,9.6,9.7,8.9,8.8,8.9,8.8,8.9,8.8,8.8
"CHÂTEAU VARTELY, Individo, Feteasca Neagra",2015,89.8,nice,9.4,9.5,9.6,8.8,8.8,8.7,8.7,8.8,8.8,8.7
"CRICOVA, Feteasca Neagra",2015,89.3,nice,9.3,9.3,9.4,8.9,8.8,8.6,8.8,8.7,8.9,8.6
"TARABOSTE, Tribute, Pur Aristocratic, Cabernet Sauvignon, Rezerva",2011,90.5,nice,9.5,9.6,9.7,8.9,8.7,8.8,8.8,8.8,8.9,8.8
"DAC, Rosu Domnesc",2014,90.7,nice,9.6,9.5,9.7,8.9,8.8,8.8,8.9,8.8,8.9,8.8
"CASTEL MIMÍ, Rosu de Bulboaca",2014,89.8,nice,9.6,9.5,9.6,8.7,8.7,8.7,8.7,8.7,9.0,8.6
"KVINT, Grand Reserve, Cabernet Sauvignon – Merlot",2012,89.1,nice,9.4,9.3,9.2,8.7,8.7,8.7,8.9,8.7,8.8,8.7
"CHATEAU DENOVI, Negru de Iar",2011,90.9,nice,9.5,9.5,9.7,8.8,8.9,8.9,8.9,8.9,8.9,8.9
"UNICORN ESTATE, Symbioz, Private Collection, Rara Neagra",2009,91.7,fine,9.6,9.7,9.7,9.0,8.8,8.9,8.9,8.9,9.1,8.9
"CORTEN, Cabernet-Sauvignon",2011,89.8,nice,9.4,9.5,9.5,8.8,8.7,8.8,8.8,8.8,8.8,8.7
"PRINCE STIRBEY, Merlot",2011,90.4,nice,9.5,9.5,9.5,9.0,8.7,8.9,8.7,8.8,9.1,8.7
"UNICORN ESTATE, Symbioz, Private Collection, Pinot Noir",2009,90.4,nice,9.4,9.5,9.7,8.9,8.9,8.9,8.7,8.8,8.8,8.8
"RECAS, Sole, Spumant Alb Brut",2009,90.2,nice,9.4,9.5,9.6,8.7,8.8,8.9,8.9,8.8,8.8,8.8
"F’AUTOR, Fumé Blanc",2015,90.7,nice,9.5,9.6,9.7,8.9,8.8,8.9,8.8,8.9,8.9,8.7
"ET CETERA, Aeroplane, Affinité",2015,90.0,nice,9.4,9.5,9.6,8.8,8.9,8.8,8.6,8.8,8.9,8.7
"DAC, Balada",2015,89.6,nice,9.6,9.6,9.5,8.7,8.6,8.8,8.7,8.7,8.8,8.6
"RADACINI, Blanc de Cabernet",2015,89.7,nice,9.6,9.4,9.6,8.7,8.7,8.7,8.8,8.7,8.8,8.7
"ET CETERA, Aeroplane, Sauvignon Blanc",2016,94.0,great,9.8,9.7,9.8,9.5,9.3,9.7,8.9,9.3,9.0,9.0
"PURCARI, Rosé de Purcari",2016,90.7,nice,9.6,9.6,9.7,8.8,8.8,8.9,8.8,8.8,8.9,8.8
"DAC, Cabernet Sauvignon & Malbec Rosé",2016,89.7,nice,9.7,9.4,9.3,8.8,8.7,8.8,8.7,8.8,8.8,8.7
"CORTEN, Pinot Grigio Rosé",2016,87.5,fair,9.7,9.4,9.2,8.6,8.3,8.5,8.4,8.3,8.7,8.4
"CRAMA OPRISOR, Dragaica Rosie",2013,90.2,nice,9.4,9.5,9.5,8.8,8.8,8.8,8.9,8.8,8.9,8.8
"PELICAN NEGRU, Silk Red Blend",2014,89.7,nice,9.5,9.5,9.5,8.8,8.8,8.7,8.7,8.7,8.8,8.7
"TIMBRUS, De Autor",2014,90.2,nice,9.4,9.5,9.5,9.0,8.7,8.8,8.8,8.8,8.9,8.8
"DAC, Feteasca Neagra",2014,89.1,nice,9.3,9.4,9.5,8.7,8.8,8.6,8.7,8.7,8.8,8.6
"RADACINI, Vintage, Pinot Noir",2014,86.9,fair,9.0,9.2,9.3,8.5,8.3,8.7,8.4,8.5,8.7,8.3
"UNICORN ESTATE, Equilibrium, Pinot Noir",2015,89.2,nice,9.3,9.4,9.5,8.9,8.5,8.9,8.9,8.7,8.8,8.3
"ASCONI, Sol Negru, Malbec",2015,90.0,nice,9.4,9.4,9.5,8.9,8.8,8.8,8.8,8.8,8.8,8.8
"PURCARI, Rara Neagra de Purcari",2015,90.0,nice,9.5,9.5,9.3,9.0,8.8,8.8,8.8,8.8,8.8,8.7
"DAC, Rara Neagra",2014,89.8,nice,9.4,9.5,9.5,8.8,8.9,8.8,8.7,8.8,8.7,8.7
"AGUARIBAY, Malbec",2014,91.4,fine,9.7,9.7,9.5,9.0,8.8,8.9,9.0,8.9,9.0,8.9
"FINCA FLICHMAN, Gestos, Malbec + Malbec",2014,92.9,fine,9.6,9.7,9.7,9.0,8.9,9.0,9.3,9.0,9.3,9.0
"RADACINI, Reserve, Brut Alb",2014,90.5,nice,9.5,9.6,9.7,8.8,8.9,8.8,8.8,8.8,8.8,8.8
"CHÂTEAU VARTELY, Ice Wine, Riesling",2013,91.3,fine,9.4,9.5,9.5,9.0,9.3,9.2,8.7,9.0,8.7,8.8
"NACHBIL, Chardonnay Barrique",2011,88.9,fair,9.4,9.4,9.4,8.7,8.7,8.7,8.6,8.7,8.8,8.5
"M1. CRAMA ATELIER, Leat 6500, The Origin, Chardonnay",6500,90.5,nice,9.5,9.5,9.7,8.9,8.8,8.9,8.7,8.8,9.0,8.7
"ET CETERA, Chardonnay, {barrel fermented}",2014,88.7,fair,9.3,9.4,9.5,8.7,8.7,8.7,8.5,8.6,8.8,8.5
"BOSTAVAN, Dor, Traminer & Chardonnay",2014,88.4,fair,9.3,9.4,9.5,8.8,8.6,8.7,8.5,8.6,8.7,8.3
"F’AUTOR, Traminer",2014,90.0,nice,9.5,9.5,9.4,8.9,8.7,8.9,8.7,8.8,9.0,8.6
"CRICOVA, Prestige, Rosé de Cricova",2015,87.0,fair,9.4,9.2,8.8,8.7,8.7,8.5,8.5,8.5,8.7,8.0
"F’AUTOR, Merlot Rosé",2015,89.4,nice,9.0,9.5,9.5,8.8,8.7,8.8,8.7,8.8,8.9,8.7
"PURCARI, Negru de Purcari, Vintage",2011,90.8,nice,9.5,9.6,9.6,8.9,8.8,8.9,8.9,8.9,8.9,8.8
"SERVE, Cuvée Charlotte",2011,91.0,fine,9.6,9.5,9.5,8.8,8.9,9.0,8.9,9.0,8.9,8.9
"CRAMA BASILESCU, Golem",2011,92.2,fine,9.6,9.6,9.7,8.9,9.0,8.9,9.0,9.0,9.0,9.3
"COTO DE IMAZ, Rioja, Reserva",2011,90.4,nice,9.5,9.6,9.7,8.8,8.8,8.8,8.8,8.8,8.9,8.7
"DAVINO, Flamboyant",2012,92.7,fine,9.7,9.7,9.8,9.0,8.9,9.0,9.0,9.0,9.0,9.0
"EQUINOX, Echinoctius",2012,92.2,fine,9.8,9.8,9.8,8.9,8.9,8.9,9.0,9.0,9.1,9.0
"RECAS, Cuvee Überland",2012,91.2,fine,9.6,9.7,9.7,9.0,8.9,8.8,8.9,8.8,9.0,8.8
"ILLUSTRO, Rezerva",2013,90.7,nice,9.6,9.6,9.7,9.0,8.8,8.8,8.8,8.8,8.9,8.7
"PELICAN NEGRU, Velvet Red Blend",2013,91.4,fine,9.7,9.7,9.7,9.0,8.8,8.8,8.9,8.9,8.9,9.0
"PURCARI, Freedom Blend",2014,89.8,nice,9.7,9.5,9.7,8.8,8.7,8.7,8.7,8.7,8.8,8.5
"F’AUTOR, Tempranillo",2015,90.6,nice,9.5,9.5,9.6,9.0,8.8,8.9,8.8,8.8,9.1,8.6
"TAITTINGER, Champagne, Brut Millésimé",2008,92.7,fine,9.5,9.4,9.5,9.0,9.3,9.5,9.0,9.0,9.0,9.3
"AMBROZIA, Riesling, Noble Rot",2004,90.7,nice,9.0,9.6,9.5,9.3,9.0,9.0,8.8,8.9,8.8,8.8
"ET CETERA, Cuvee Blanc",2014,88.7,fair,9.3,9.4,9.0,8.8,8.8,8.7,8.7,8.7,8.8,8.5
"F’AUTOR, Chardonnay",2015,90.2,nice,9.6,9.5,9.7,8.8,8.7,8.8,8.7,8.8,8.9,8.7
"PURCARI, Pinot Grigio de Purcari",2015,90.2,nice,9.5,9.5,9.7,8.8,8.7,8.9,8.7,8.8,8.8,8.8
"VINARIA NOBILA, Feteasca Regala",2015,88.4,fair,9.4,9.4,9.0,8.7,8.6,8.7,8.7,8.7,8.7,8.5
"PURCARI, Sauvignon Blanc de Purcari",2015,90.7,nice,9.6,9.6,9.7,8.8,8.8,8.9,8.8,8.8,8.7,9.0
"GITANA WINERY, Surori",2015,89.7,nice,9.4,9.6,9.4,8.8,8.7,8.8,8.7,8.8,8.8,8.7
"MIMÍ, Cabernet Sauvignon Rosé",2015,89.8,nice,9.5,9.5,9.5,8.8,8.7,8.8,8.7,8.7,8.9,8.7
"RADACINI, Merlot Rosé",2015,88.9,fair,9.0,9.4,9.3,8.7,8.7,8.8,8.8,8.7,8.8,8.7
"SERVE, Terra Romana, Cuvée Guy de Poix",2012,90.9,nice,9.7,9.6,9.6,8.8,8.8,8.9,8.8,8.9,8.8,9.0
"ANIMA, 3 Fete Negre + 2014 + 2015",2013,91.7,fine,9.6,9.7,9.8,9.2,8.9,9.0,8.9,9.0,8.8,8.8
"1000 DE CHIPURI, Feteasca Neagra",1000,90.0,nice,9.6,9.5,9.6,8.9,8.7,8.8,8.8,8.7,8.9,8.5
SERAFIM | Feteasca Neagra,2013,89.0,nice,9.4,9.3,9.4,8.7,8.6,8.8,8.7,8.7,8.7,8.7
"EQUINOX, Shiraz",2012,90.4,nice,9.5,9.5,9.7,8.9,8.9,8.7,8.9,8.8,8.8,8.7
"TIMBRUS, Saperavi",2014,89.3,nice,9.4,9.4,9.4,8.8,8.8,8.7,8.7,8.7,8.8,8.6
"PELICAN NEGRU, Soft Red Blend",2013,90.4,nice,9.5,9.5,9.6,8.8,8.9,8.8,8.9,8.8,8.8,8.8
"CAMERON, Arley’s Leap, Pinot Noir",2013,90.5,nice,9.6,9.7,9.6,8.8,8.9,8.8,8.8,8.9,8.7,8.7
"PURCARI, Maluri de Prut",2015,89.2,nice,9.3,9.4,9.3,8.8,8.7,8.7,8.8,8.7,8.8,8.7
"F’AUTOR, Negre",2015,91.9,fine,9.7,9.7,9.7,9.0,8.8,8.9,9.0,9.0,9.0,8.9
"RADACINI, Spumant Brut Alb",2015,87.5,fair,9.5,9.4,9.2,8.5,8.7,8.8,8.7,7.4,8.7,8.2
"PURCARI, Icewine",2014,92.7,fine,9.4,9.7,9.5,9.0,8.9,9.5,9.7,9.0,8.8,8.8
"EQUINOX, 5 Elemente",2014,88.0,fair,9.2,9.2,9.0,8.7,8.7,8.8,8.5,8.6,8.8,8.5
"F’AUTOR, Chardonnay – Rkatiteli",2014,89.7,nice,9.5,9.4,9.6,8.8,8.7,8.8,8.7,8.7,8.9,8.6
"ET CETERA, Affinité",2014,89.9,nice,9.4,9.4,9.5,8.8,8.8,9.0,8.7,8.8,8.7,8.8
"CHÂTEAU VARTELY, Feteasca Regala",2015,89.5,nice,9.4,9.5,9.5,8.7,8.7,8.8,8.7,8.7,8.8,8.7
"F’AUTOR, Sauvignon Blanc",2015,90.4,nice,9.4,9.5,9.6,8.9,8.7,8.9,8.9,8.8,8.9,8.8
"EQUINOX, 5 Elemente",2014,89.5,nice,9.4,9.4,9.4,8.8,8.7,8.8,8.7,8.7,8.9,8.7
"CHÂTEAU VARTELY, Individo, Cabernet Sauvignon . Merlot",2015,89.9,nice,9.5,9.5,9.5,8.8,8.8,8.9,8.7,8.8,8.7,8.7
"EQUINOX, 5 Elemente",2015,88.9,fair,9.3,9.4,9.3,8.7,8.7,8.8,8.6,8.7,8.8,8.6
"ARTISAN, Feteasca Neagra",2011,91.5,fine,9.5,9.6,9.7,9.1,8.9,8.9,9.1,9.0,8.9,8.8
"METAMORFOSIS, Cantvs Primvs, Feteasca Neagra",2012,91.1,fine,9.5,9.6,9.7,9.0,9.0,8.8,9.0,8.9,8.9,8.7
"SELENE, Feteasca Neagra",2013,91.5,fine,9.5,9.6,9.7,9.1,9.0,9.0,8.9,9.0,8.9,8.8
"PURCARI, Pinot Noir de Purcari",2014,89.3,nice,9.1,9.5,9.4,8.7,8.8,8.8,8.8,8.7,8.8,8.7
"ET CETERA, Cabernet Sauvignon",2012,90.0,nice,9.5,9.5,9.7,8.9,8.7,8.7,8.7,8.7,8.9,8.7
"MINIS TERRIOS, Cabernet Sauvignon",2013,89.5,nice,9.3,9.4,9.5,8.8,8.8,8.7,8.7,8.7,8.9,8.7
"SERVE, Terra Romana, Feteasca Neagra",2013,90.0,nice,9.4,9.6,9.5,9.0,8.7,8.7,8.8,8.8,8.8,8.7
"VINARIA NOBILA, Feteasca Neagra",2013,90.7,nice,9.5,9.6,9.7,8.8,8.9,8.8,8.9,8.8,8.9,8.8
"PURCARI, Freedom Blend",2013,88.6,fair,9.4,9.5,9.3,8.8,8.7,8.7,8.6,8.5,8.8,8.3
"EQUINOX, 5 Elemente",2013,90.5,nice,9.7,9.6,9.7,8.9,8.8,8.7,8.8,8.7,8.9,8.7
"CRICOVA, de Lux, Spumant Clasic Alb Brut",2013,89.6,nice,9.3,9.4,9.5,8.8,8.8,8.7,8.7,8.8,8.9,8.7
"VINARIA DIN VALE, Ice Wine, Cabernet Sauvignon",2014,89.0,nice,9.0,9.2,9.0,8.9,8.8,8.9,8.7,8.8,8.9,8.8
"PURCARI, Vinohora",2014,89.9,nice,9.5,9.4,9.5,8.8,8.7,8.9,8.7,8.8,8.9,8.7
"MOLDA, Sauvignon-Chardonnay",2012,90.0,nice,9.3,9.4,9.5,8.9,8.9,8.8,8.8,8.9,8.7,8.8
"F’AUTOR, Rhein Riesling",2014,89.8,nice,9.3,9.4,9.5,8.8,8.9,8.9,8.7,8.8,8.7,8.8
"ALBASTRELE, Pinot Grigio",2014,88.8,fair,9.3,9.4,9.5,8.8,8.7,8.7,8.6,8.7,8.6,8.5
"CHÂTEAU VARTELY, Sauvignon Blanc",2015,89.7,nice,9.4,9.5,9.4,8.9,8.9,8.8,8.8,8.7,8.6,8.7
"PURCARI, Vinohora",2015,90.0,nice,9.4,9.6,9.5,8.8,8.8,8.8,8.8,8.8,8.8,8.7
"BOSTAVAN, Dor, Merlot – Saperavi",2015,87.9,fair,9.3,9.2,9.0,8.7,8.6,8.6,8.6,8.6,8.8,8.5
"ET CETERA, Rosé",2015,89.7,nice,9.4,9.5,9.6,8.8,8.8,8.7,8.7,8.8,8.7,8.7
"ROBERT MONDAVI, Napa Valley, Cabernet Sauvignon",2013,91.0,fine,9.5,9.6,9.7,8.8,8.8,8.9,9.0,8.9,9.0,8.8
"DEI GRATIA de Chipuri, Cabernet Sauvignon",1000,91.6,fine,9.7,9.6,9.7,8.9,9.0,8.9,8.9,8.9,9.0,9.0
"VINARTE, Soare, Cabernet Sauvignon",2011,91.9,fine,9.5,9.7,9.8,9.0,9.0,8.9,8.9,9.0,9.1,9.0
"CANTEA de Chipuri, Cabernet Sauvignon",1000,90.9,nice,9.5,9.7,9.8,8.9,8.7,8.7,8.8,8.8,9.2,8.8
"EQUINOX, Carmenère",2009,89.9,nice,9.3,9.5,9.6,8.8,8.9,8.8,8.7,8.8,8.8,8.7
"ASCONI, Sol Negru, Merlot",2012,88.6,fair,9.2,9.3,8.7,8.8,8.8,8.9,8.8,8.7,8.8,8.6
"PURCARI, Cabernet Sauvignon de Purcari",2012,87.8,fair,9.3,9.4,8.6,8.7,8.6,8.7,8.6,8.7,8.7,8.5
"CRICOVA, Prestige, Cabernet-Sauvignon",2011,89.2,nice,9.4,9.5,9.0,8.7,8.8,8.8,8.7,8.8,8.7,8.6
"EQUINOX, Trei Crai",2013,90.3,nice,9.5,9.5,9.6,9.0,8.8,8.7,8.9,8.8,8.8,8.7
"PURCARI, Vinohora",2014,89.9,nice,9.5,9.6,9.7,8.8,8.7,8.7,8.8,8.7,8.8,8.6
"CHI, Vintage, Brut, Special Cuvée",2014,88.5,fair,9.5,9.3,9.0,8.7,8.6,8.7,8.6,8.7,8.8,8.6
"BOSTAVAN, Floare de Dor, Ice Wine",2014,90.5,nice,9.3,9.5,9.5,9.1,9.0,9.0,8.7,8.9,8.8,8.7
"EQUINOX, 5 Elemente",2013,87.5,fair,9.5,9.4,8.8,8.7,8.6,8.8,8.6,8.2,8.6,8.3
"PURCARI, Chardonnay de Purcari",2012,89.7,nice,9.4,9.4,9.5,8.8,8.7,8.9,8.7,8.8,8.8,8.7
"CHÂTEAU VARTELY, Individo, Feteasca Regala . Riesling",2015,88.6,fair,9.4,9.3,8.9,8.8,8.7,8.8,8.7,8.7,8.7,8.6
"GITANA WINERY, Manastirea Rohrbach Cru",2014,90.0,nice,9.5,9.5,9.7,8.8,8.7,8.8,8.7,8.8,8.8,8.7
"ALBASTRELE, Sauvignon Blanc",2014,90.0,nice,9.4,9.5,9.5,8.9,8.8,8.9,8.8,8.8,8.7,8.7
"PURCARI, Rosé de Purcari",2015,90.4,nice,9.5,9.6,9.7,8.9,8.7,8.8,8.7,8.8,8.9,8.8
"CHÂTEAU VARTELY, Malbec & Syrah Rosé",2015,89.8,nice,9.5,9.4,9.3,8.7,8.8,8.9,8.7,8.8,8.9,8.8
"MINIS TERRIOS, Rosé",2015,87.0,fair,9.6,9.2,9.0,8.7,8.5,8.6,8.5,8.0,8.4,8.5
"MONTE DEL FRÁ, Valpolicella Ripasso, Classico Superiore",2010,89.9,nice,9.2,9.6,9.3,8.9,8.8,8.9,8.8,8.8,8.9,8.7
"EQUINOX, 5 Elemente",2012,90.5,nice,9.5,9.4,9.6,9.0,8.8,8.9,8.8,8.9,8.9,8.7
"DAC, Dac",2013,89.6,nice,9.4,9.5,9.3,8.9,8.5,8.9,8.8,8.7,8.9,8.7
"ET CETERA, Serendipity",2013,91.7,fine,9.6,9.5,9.7,9.0,8.9,9.0,8.9,9.0,9.0,8.9
"MEZALIMPE, Cabernet-Sauvignon",2011,88.7,fair,9.0,9.5,9.4,8.8,8.6,8.8,8.6,8.7,8.7,8.6
"MOLDA, Merlot",2010,90.4,nice,9.5,9.6,9.7,8.9,8.7,8.8,8.7,8.8,8.9,8.8
"GITANA WINERY, Lupi",2012,90.0,nice,9.5,9.6,9.7,8.8,8.6,8.8,8.7,8.7,8.9,8.7
"MINIS TERRIOS, Pinot Noir",2014,88.0,fair,9.4,9.5,9.4,8.6,8.4,8.7,8.6,8.2,9.0,8.2
"TARABOSTE, Pur Aristocratic, Grand Noir",2012,89.8,nice,9.4,9.5,9.6,8.8,8.9,8.7,8.7,8.8,8.7,8.7
"PURCARI, Negru de Purcari, Anniversary Edition, Vintage",2009,91.0,fine,9.6,9.5,9.7,9.0,8.8,8.7,8.8,8.9,9.0,8.8
"CRICOVA, Crisecco, Alb Brut",2009,89.5,nice,9.5,9.4,9.2,8.8,8.8,8.8,8.7,8.8,8.8,8.7
"ET CETERA, Cabernet Sauvignon, Late Harvest",2013,88.5,fair,9.0,9.2,8.8,8.9,8.8,8.7,8.8,8.8,8.7,8.8
"ILLUSTRO, Rezerva",2011,89.9,nice,9.5,9.4,9.6,8.8,8.7,8.8,8.7,8.8,8.9,8.7
"TARABOSTE, Pur Aristocratic, Chardonnay",2012,89.2,nice,9.4,9.2,9.3,8.9,8.6,8.8,8.8,8.7,8.8,8.7
"MOLDA, Chardonnay",2011,90.0,nice,9.7,9.5,9.3,8.8,8.6,8.8,8.7,8.7,9.2,8.7
"PURCARI, Pinot Grigio de Purcari",2014,89.9,nice,9.5,9.5,9.6,9.1,8.6,8.8,8.6,8.7,8.9,8.6
"F’AUTOR, Albariño",2015,90.0,nice,9.4,9.5,9.7,8.8,8.7,8.9,8.7,8.7,8.9,8.7
"DOMINO, Oivos Rosé",2015,81.8,fair,8.9,8.8,8.0,8.6,8.0,8.2,7.8,7.8,8.0,7.7
"GOGU WINERY, Rosé, Merlot-Cabernet-Saperavi",2015,86.3,fair,9.8,9.0,7.5,8.7,8.6,8.7,8.4,8.5,8.6,8.5
"ALBASTRELE, Merlot Rosé",2014,87.5,fair,9.2,9.3,8.5,8.7,8.6,8.6,8.6,8.6,8.8,8.6
"CRAMA OPRISOR, Cabernet Sauvignon",2011,91.5,fine,9.5,9.5,9.7,9.0,8.9,8.9,8.9,9.0,9.0,8.9
"GITANA WINERY, Merlot",2011,89.8,nice,9.2,9.3,9.5,8.9,8.8,8.7,8.9,8.8,9.0,8.7
"TARABOSTE, Pur Aristocratic, Cabernet Sauvignon, Rezerva",2011,90.0,nice,9.4,9.3,9.6,8.9,8.7,8.7,8.8,8.8,9.0,8.8
"MINIS TERRIOS, Feteasca Neagra",2014,88.6,fair,9.5,9.2,9.0,8.8,8.5,8.6,8.8,8.7,8.9,8.6
"PURCARI, Pinot Noir de Purcari",2013,89.2,nice,9.0,9.4,9.5,8.7,8.8,8.8,8.7,8.7,8.7,8.7
"CRICOVA, Orasul Subteran, Rara Neagra",2012,87.0,fair,9.3,9.2,9.0,8.8,8.0,8.7,8.5,8.4,8.8,8.3
"ET CETERA, Carménère",2013,89.5,nice,9.4,9.3,9.5,8.8,8.9,8.8,8.7,8.8,8.6,8.7
"EQUINOX, Merlot",2011,90.5,nice,9.4,9.4,9.6,8.9,8.8,8.8,9.0,8.8,9.0,8.8
"CHÂTEAU VARTELY, Winemaker’s Selection, Malbec",2013,88.6,fair,8.9,9.3,9.0,8.9,8.8,8.8,8.6,8.7,8.9,8.7
"ILLUSTRO, Rezerva",2009,89.8,nice,9.0,9.4,9.6,9.2,8.6,8.7,8.7,8.8,8.9,8.6
"CONTARINI, Valdobbiadene, Prosecco Superiore, Extra Brut",2013,90.5,nice,9.7,9.3,9.5,9.0,9.3,8.9,8.5,8.8,8.6,8.9
"MOLDA, Cabernet-Sauvignon, Late Harvest",2013,90.4,nice,8.8,9.1,9.0,9.1,9.2,9.6,8.8,9.2,8.7,8.9
"PURCARI, Alb de Purcari",2012,90.0,nice,9.5,9.4,9.5,8.9,8.8,8.8,8.7,8.8,8.9,8.7
"EQUINOX, Chardonnay",2014,89.3,nice,9.6,9.4,9.6,8.6,8.8,8.8,8.5,8.7,8.6,8.7
"ET CETERA, Sauvignon Blanc, {barrel fermented}",2012,91.2,fine,9.5,9.6,9.7,9.4,8.8,8.9,8.7,8.9,8.8,8.9
"ASCONI, Exceptional, Riesling",2014,89.4,nice,9.5,9.3,9.5,8.8,8.8,8.9,8.6,8.7,8.6,8.7
"F’AUTOR, Sauvignon Blanc",2014,89.7,nice,9.5,9.4,9.0,8.9,8.9,8.8,8.9,8.8,8.8,8.7
"VINARIA DIN VALE, Rosé",2014,87.4,fair,9.0,9.2,9.3,8.7,8.5,8.6,8.5,8.6,8.5,8.5
"MINIS TERRIOS, Rosé",2014,86.9,fair,9.4,8.9,8.7,8.5,8.6,8.7,8.6,8.5,8.5,8.5
"DAC, Cabernet Sauvignon & Siraz Rosé",2014,89.2,nice,9.5,9.3,9.2,8.8,8.7,8.8,8.7,8.7,8.8,8.7
"QUINTA DE LA ROSA, Reserva, Douro",2010,89.7,nice,9.0,9.4,9.5,9.0,8.8,8.7,8.8,8.7,8.8,8.7
"CHÂTEAU VARTELY, Individo, Rara Neagra . Malbec . Syrah",2014,89.4,nice,9.3,9.4,9.5,8.8,8.7,8.8,8.8,8.7,8.7,8.7
